         /\\\\            /\\\\  /\\\\\\\\\\\\     /\\\\\\\\\\\\\\\  /\\\\\\\\\\\
         \/\\\\\\        /\\\\\\ \/\\\////////\\\  \/\\\///////////  \/////\\\///
          \/\\\//\\\    /\\\//\\\ \/\\\      \//\\\ \/\\\                 \/\\\
           \/\\\\///\\\/\\\/ \/\\\ \/\\\       \/\\\ \/\\\\\\\\\\\         \/\\\
            \/\\\  \///\\\/   \/\\\ \/\\\       \/\\\ \/\\\///////          \/\\\
             \/\\\    \///     \/\\\ \/\\\       \/\\\ \/\\\                 \/\\\
              \/\\\             \/\\\ \/\\\       /\\\  \/\\\                 \/\\\
               \/\\\             \/\\\ \/\\\\\\\\\\\\/   \/\\\\\\\\\\\\\\\  /\\\\\\\\\\\
                \///              \///  \////////////     \///////////////  \///////////
			MULTI		   DIMENSIONAL 		ETERNO 	       INFINITO

ELIMINA EL ULTIMO PARENTESIS ) DEL LINK, NO ES PARTE DE EL

UNETE A NOSOTROS, AYUDEMOS A LA SOCIEDAD.
COMPARTE ESTE ARCHIVO LO MAS QUE PUEDAS.
https://www.facebook.com/groups/1222842638483075
https://t.me/MDEI_ORG


	ALERGOLOGIA - INFECTOLOGIA (folder)
		Pregrado de Hematologia - Moraleda Jiménez - 4ta Edición.pdf (23.03 MB, shared as exported permanent file link: https://mega.nz/file/Kx5TBSqS#rZFIzHyErNSHv2jKjvfL_Osdm4Ep-j14hH_UFvTLfQc)
		Texto de Hematologia - Quezada - 1era Edición.pdf (5.83 MB, shared as exported permanent file link: https://mega.nz/file/zgZG3S6B#1UO4ya4rg3cbpqvFcC-rtwd0qGfumKz0TMluUlgnACA)
	HISTOLOGÍA  👔 (folder)
		Atlas Color de Histologia - Gartner Hiatt - 4ta Edición.pdf (336.44 MB, shared as exported permanent file link: https://mega.nz/file/zgAmGCxL#T3hrLfNJbn2A-_KvKalrfuUVRxLbuSnRm1V2NjyFpj8)
		Diccionario de anatomia e histologia - Speroni - 1era Edición.pdf (3.09 MB, shared as exported permanent file link: https://mega.nz/file/zl50WT6T#kzDJDXo469KtfJZJJpQL5ACkhvmlJCqHqykI2KImdBA)
		Histologia - Geneser - 4ta Edición.pdf (177.05 MB, shared as exported permanent file link: https://mega.nz/file/agYQ0KKR#-jzlWBvzkice3vN4oSIkyPjsq_w8kwrhtY8fkcokxeU)
		Histologia - Ham - 9na Edición.pdf (301.92 MB, shared as exported permanent file link: https://mega.nz/file/6lZRTBYJ#W-LXQcRWqFpVFQfa8i1xohfYBh4uY5rImztlUEcVbCk)
		Histologia Texto y Atlas - Ross - 7ma Edición.pdf (162.05 MB, shared as exported permanent file link: https://mega.nz/file/fpJGUZqR#TjuujT3tkwyc-I8sne2RqwTphzPXhAiRLvm3GMpVpwk)
		Histología - Ross - 6ta Edición.pdf (685.21 MB, shared as exported permanent file link: https://mega.nz/file/3wRhVKBY#zbVbe1rU_WgN_tZzPT7ghehJg1o7zlA3D1gV6nFBvfI)
		Histología y Biología celular - Fortoul - 2da Edición.pdf (64.90 MB, shared as exported permanent file link: https://mega.nz/file/j0ZgkSZD#0D0CaTpYupZ8f30Ih7D2vH5madJlChisGdr8LKJaobM)
		Tecnicas en Histologia y Biologia Celular - Montuenga - 2da Edición.pdf (133.48 MB, shared as exported permanent file link: https://mega.nz/file/PkZ1TIxR#TjO75iZ8bFhXCUgQZbpgr6yIClxDHmEdas9HPScIKfI)
		USMLE Histología - Sheedlo - 1era Edición.pdf (13.17 MB, shared as exported permanent file link: https://mega.nz/file/K1AFkJiK#XcOo5_lWXHyhZnq75a4GBS2Wm53ozjyDht8Z0Ns0EVw)
	INFECTOLOGÍA  📗 (folder)
		Enfermedades Infecciosas - Mandell Douglas Bennett - 7ma Edición.pdf (173.50 MB, shared as exported permanent file link: https://mega.nz/file/Ksw1lbiT#M2YzI66Wi6EmgnFvLegNyzYBUBUOiefphngSM5_q85s)
		Enfermedades Infecciosas - Palmieri - Edición 2009.pdf (393.14 MB, shared as exported permanent file link: https://mega.nz/file/G54iTRBT#fyW80KhEQtZVPrgwTXPsKpkcbHOeSyrDgmkEhohBCjs)
		Enfermedades Infecciosas en pediatria - Rudolph - 1era Edición.pdf (11.62 MB, shared as exported permanent file link: https://mega.nz/file/L8gHSSRZ#RaV-DISzVWeY2TXaeDeQFCc1QWIe7RQWIpQ43kyYXms)
		Enfermedades infecciosas en UTI - Carrillo - 1era Edición.pdf (2.92 MB, shared as exported permanent file link: https://mega.nz/file/PlZGUShI#xJM7JFbAtdXyBZtF5d1b_NT0QJoHMs4Yz2jLpNC52co)
		Guia de tratamiento de urgencias infectologicas - Martinez - 3era Edición.pdf (7.25 MB, shared as exported permanent file link: https://mega.nz/file/q0RDXRqC#bM3fPeCDfp53LsiVeip_Q9oXFJd2so8w9LNWmrSe85U)
		Infecciones de transmision sexual - Casanova - 1era Edición.pdf (3.99 MB, shared as exported permanent file link: https://mega.nz/file/H1I1GSLK#FuZidRO29ddD_Km3fBmiU5WJuoADBIcoqZlUw3jgz9Y)
		Infecciones Respiratorias en Niños - Benguigui - 1era Edición.pdf (2.39 MB, shared as exported permanent file link: https://mega.nz/file/isY2lBoA#r3ELrN_ANj6xhghbKdCbXrnVlGUsgsIRMFkC3E6GF1U)
		Infectologia Clinica - Ramos - 2da Edición.pdf (10.60 MB, shared as exported permanent file link: https://mega.nz/file/qhQWXDyS#Sm286jOZkT_rIv1nYRFjPJp2Uu1ETb17GGagAV53WK4)
		Patologias regionales y enfermedades emergentes - Gorodner - 1era Edición.pdf (2.53 MB, shared as exported permanent file link: https://mega.nz/file/vtRGQYqT#OTGyX34jTCVpav7mR9icX1iEC2QLh0jtp_Yejfc5uiA)
		Temas de Infectologia - Cabrera - 1era Edición.pdf (2.88 MB, shared as exported permanent file link: https://mega.nz/file/WkB3FaST#0UnVSleCtUlsWkDRgN7eUIkbMYzpMbmLt39mbY_nGPY)
	INMUNOLOGÍA  💉 (folder)
		Inmunologia - Janeway - 7ma Edición.pdf (32.31 MB, shared as exported permanent file link: https://mega.nz/file/714nwIjQ#17vU8oWqISfLDUdjzFF2CL9AFqsSpK2NOJYTGuDtqQc)
		Inmunologia - Male Brostoff Roitt - 8va Edición.pdf (317.78 MB, shared as exported permanent file link: https://mega.nz/file/XoZxnbSa#Gx4yXZP-lDWYCQMSFqS6_R2w9UVmNx8M4p_xcPoc6fU)
		Inmunologia - Regueiro - 4ta Edición.pdf (59.22 MB, shared as exported permanent file link: https://mega.nz/file/vlhyEIhT#hV6_YbhXpy95nHR1vhro5cAu_dVfxBysIifanJXCuu4)
		Inmunologia - Rojas - 17ava Edición.pdf (99.20 MB, shared as exported permanent file link: https://mega.nz/file/W9IXTQZb#JEWZ300Z5A7d5azbW2OsEtfAXK_xlWp2uaylvFhuE5Q)
		Inmunologia Basica - Abbas - 4ta Edición.pdf (44.15 MB, shared as exported permanent file link: https://mega.nz/file/egBX3RzQ#n28HmrlEpTR3OD9167EeRpJml1vNHRt3ZK0VOCsk8DM)
		Inmunologia Fundamentos - Roitt - 12da Edición.pdf (399.68 MB, shared as exported permanent file link: https://mega.nz/file/64QC2LgJ#OvygQTyik2rMNGxmxs5ztR0mC5iKfPF_wn33Sd3A7Hk)
		Inmunología - Kuby - 7ma Edición.pdf (114.05 MB, shared as exported permanent file link: https://mega.nz/file/SgYCxSiL#MFesGMofsx3gVxVIHRLFtx0CS0XVs_1NLfOzGn9acFQ)
		Introduccion a la Inmunologia - Fainboim - 6ta Edición.pdf (267.03 MB, shared as exported permanent file link: https://mega.nz/file/7p5WiABL#I-6Dk20YcXjVzyzcCWfUJ_Gc5dsjSXLKlM1WKRfYC8E)
	INVESTIGACIÓN  📲 (folder)
		Aspectos basicos para una realizacion de una investigacion clinica - Bottasso - 1era Edición.pdf (1500.98 KB, shared as exported permanent file link: https://mega.nz/file/7pBgEbRT#O0NOouVw-IKbAyYXQM91lC3lVa1zb3pRpbZgoK9U27A)
		Como escribir textos academicos - Moreno - 1era Edición.pdf (2.61 MB, shared as exported permanent file link: https://mega.nz/file/T1JVFKoL#UcXA65UOM_72jOPgzec2g4QLhwHJOHpUzOqKLrsQaEg)
		Como obtener un doctorado - Phillips - 2da Edición.pdf (1593.85 KB, shared as exported permanent file link: https://mega.nz/file/H0gXwBqL#S1cd12IqvEKMNINz4jdspC6OGqBUuayRYxf2Iv4PJvY)
		Epidemiologia Basica - Bonita - 2da Edición.pdf (21.48 MB, shared as exported permanent file link: https://mega.nz/file/X1pCgA5B#QXHOs2u2cIBapPzrJMKT0h5J0kUW05K4g1DQTgTjjs0)
		Epidemiologia y Estadistica en Salud Publica - Villa - 1era Edición.pdf (332.04 MB, shared as exported permanent file link: https://mega.nz/file/fl4HzTwa#PzLu_81kPPxncJkVp6xC7nHoN0mCl-Apo61l1aOo0M0)
		Manual para la elaboracion de tesis - Ibañez - 2da Edición.pdf (6.96 MB, shared as exported permanent file link: https://mega.nz/file/D0IhRQaJ#4aXpYDExRcQqmaUwtu-YfK-nJRXdP5ghVnlBowDwdAY)
		Manual para la presentacion de anteproyectos e informes de investigacion - Shmelkes - 3era Edición.pdf (8.80 MB, shared as exported permanent file link: https://mega.nz/file/rlBnGaIL#5gSzQvd2UlTvPOdSz-P56URdBfYB5BeFpVKgEosWw2Q)
		Medicina Preventiva y salud publica-  Piedrola Gil - 11ava Edición.pdf (100.93 MB, shared as exported permanent file link: https://mega.nz/file/fpoVwYrK#_-Fg53mhIvvJ5Vit4PNEdz1RI9l2uhlxGsuqYy9S-Y8)
		Metodologia de la investigacion - Dávila - 1era Edición.pdf (12.97 MB, shared as exported permanent file link: https://mega.nz/file/GxZkELrS#LOWmH6Qrhs153ronW9phC_qtxj19_bPevswWoTyf95M)
		Metodologia de la investigación - Sampieri - 5ta Edición.pdf (20.74 MB, shared as exported permanent file link: https://mega.nz/file/TgRGRCwL#HlTlKUL2p7Cu2yrPoYYchEte22_RtXNv_esDlN0NTeQ)
	KINESIOLOGÍA  ⚽ (folder)
		Anatomia Funcional Palpatoria - Olimpio - 1era Edición.pdf (55.16 MB, shared as exported permanent file link: https://mega.nz/file/esYWxJrS#YBa_15kQ5HE81FOOpjoc8Y-bssTK7N6T9btfZJ-MlYA)
		Consejo de Fisioterapia movimiento de salud - Fisioterapeutas de Galicia - 1era Edición.pdf (1127.08 KB, shared as exported permanent file link: https://mega.nz/file/r1Jg1RxC#pZmIXlx1j8QOvKSKKRjE5E2mMzcdCRGBmCf-7SD8kKI)
		Diagnostico y Tratamiento de las Alteraciones del Movmiento - Sahrmann - 1era Edición.pdf (11.32 MB, shared as exported permanent file link: https://mega.nz/file/rpZDwRqI#8AZwaAcVfCajbzE6VxiliVCovRaveyboS3q26shk010)
		Diccionario de Fisioterapia - Stuart Porter - 1era Edición.pdf (7.88 MB, shared as exported permanent file link: https://mega.nz/file/K5xDXL7T#J2E4tengp1GSeUMtMrX709Bw5Gt1M6YB5vlVFlqwhjQ)
		Electroterapia. Enciclopedia terapéutica - BTL - 1 era Edición.pdf (4.90 MB, shared as exported permanent file link: https://mega.nz/file/SkwH3JTB#2gd5XhMBh0WPh5zfYEu5fdeY6jypgwR9sNRzhA4SN2E)
		Estiramientos Facilitados - McAtte - 3era Edición.pdf (6.87 MB, shared as exported permanent file link: https://mega.nz/file/7lZBHKpJ#42p77jWmQes-pCKBQ1Aw5Ni2EF2D0_fssRuz5WXoREw)
		Farmacologia para Fisioterapeutas - Betes - 1era Edición.pdf (95.55 MB, shared as exported permanent file link: https://mega.nz/file/uxxlmK4I#imp-kelxn-PxJLBGMXxGPOdd02sM0WF49Sy7s9uSGg0)
		Fisiologia Deportiva - Cordova Martinez - 1era Edición.pdf (18.84 MB, shared as exported permanent file link: https://mega.nz/file/XwYXHDwR#zEOdKezRXoTI87bg0Uo_DpbT4_khOgbMBhkgD4PcNMY)
		Fisiologia y teoria del entrenamiento - Hüter-Becker - 1era Edición.pdf (3.97 MB, shared as exported permanent file link: https://mega.nz/file/P0pTyYAa#mljeLMDOz2BwZwz2lX6qX2GLbQRcA7LuQQFnexk5Ib4)
	MANUALES AMIR  📙 (folder)
		Dermatologia - Manual AMIR - 3era Edición.pdf (6.11 MB, shared as exported permanent file link: https://mega.nz/file/64ASkS4L#1ezRIP2lHnf9y45N8yDHq70MNlLU3ykuLHw1RnG4Qkw)
		Digestivo y Cirugia General- Manual AMIR - 3era Edición.pdf (2.82 MB, shared as exported permanent file link: https://mega.nz/file/WpwiULhb#4rQ2isDBRFZ-IB2cNKQD-pFSWcSxjiwRAF4iGU0cbQ4)
		ECOE - Manual AMIR - 1era Edición.pdf (5.35 MB, shared as exported permanent file link: https://mega.nz/file/fsx2UaII#Y9t1mUwO-eSsATrSRjHrZgDzWO_ftfwiQ9WAP_itnEw)
		Electrocardiografía - Manual AMIR - 1era Edición.pdf (25.57 MB, shared as exported permanent file link: https://mega.nz/file/jgQSCCLA#fYF4gLrDqbStsPal3hSOAsTNxKXlZbCnli0bjomcyww)
		Endocrinologia - Manual AMIR - 3era Edición.pdf (1479.46 KB, shared as exported permanent file link: https://mega.nz/file/jlIFkL6A#5yjE_noD0GKgln9FUJ7duEqgzzNAWmbKU2MQfW9f3pk)
		Epidemiologia - Manual AMIR - 3era Edición.pdf (2.83 MB, shared as exported permanent file link: https://mega.nz/file/apBR0ZSY#92fLnA_pd1VZ3iXwxMXLdBQ1uTANgy5Nh9cTmMBZ4oo)
		Ginecologia y Obstetricia - Manual AMIR - 3era Edición.pdf (3.01 MB, shared as exported permanent file link: https://mega.nz/file/65AXCLZT#xDXtJ6FYr-_cwmz0_KVKaRklspg-0we_IHEY79BksE4)
		Guia Exarme - Gonzalez - 4ta Edición.pdf (141.14 MB, shared as exported permanent file link: https://mega.nz/file/LsYW0JgA#RYEePMk_QTNa5rKNqZiLiuPhhVZDrOQTPsxvxqTSZmg)
		Hematologia - Manual AMIR - 3era Edición.pdf (1996.14 KB, shared as exported permanent file link: https://mega.nz/file/SxpRTKLR#sKsu0eza4Xbbp0KY2qdzmVifwrt3c8vSNTz6W5T1B-I)
		Infecciosas y microbiología - Manual AMIR - 3era Edición.pdf (2.81 MB, shared as exported permanent file link: https://mega.nz/file/mgozxCYT#tHLxeMP18jWsUdOE7yvkzu9LqKsPnzj4E3QzynGdxVw)
		Manual de Etica Medica - Asociación Médica Mundial - 1era Edición.pdf (1891.77 KB, shared as exported permanent file link: https://mega.nz/file/P0BAyaTA#eDU24JkZXVWy7f_CtxKw1SE6A9YHOQ3Z6Wv_tJX-6d4)
		MIR 2010 Imagenes - Manual AMIR - 3era Edición.pdf (24.51 MB, shared as exported permanent file link: https://mega.nz/file/P8xxQBzI#JpIki0xafGbC1FkgWP7-ae-qKlK5t1eppvk_QfwcCTY)
		Nefrologia - Manual AMIR - 3era Edición.pdf (50.32 MB, shared as exported permanent file link: https://mega.nz/file/TlpnnToR#bMTJRPVmAk14N_0drYsAe6FaImBLa3bIDKUWs-ql85s)
		Neumologia - Manual AMIR - 3era Edición.pdf (2.41 MB, shared as exported permanent file link: https://mega.nz/file/3h5AVKpa#g_sjml2n_4BDcuysNllR70EINuKQ7xxn16os9XYcF6U)
		Neurologia - Manual AMIR - 3era Edición.pdf (3.87 MB, shared as exported permanent file link: https://mega.nz/file/C8pDVKaS#9tRTJENJrhn_-IQjCrN6CpCKj6ZLRMsz4tBkg_CQ1Vo)
		Oftalmología - Manual AMIR - 3era Edición.pdf (1934.75 KB, shared as exported permanent file link: https://mega.nz/file/u4BHGJRD#yYrZ8V8V_KRWxMmhbasGPzwATZnwIx89MpR3nKaPviY)
		Otorrinolaringologia - Manual AMIR - 3era Edición.pdf (36.75 MB, shared as exported permanent file link: https://mega.nz/file/P4ICgLjY#BNkqVne5r1XmDXU-ntEG3ptXxeVyQKnSkr2RjJXxbHc)
		Pediatria - Manual AMIR - 3era Edición.pdf (2.15 MB, shared as exported permanent file link: https://mega.nz/file/3lxSBJZD#9BmfrU86_8gK4yqoE9_u3ol74h8tYcCTKiJbiQNj0kg)
		Psiquiatria - Manual AMIR - 3era Edición.pdf (5.39 MB, shared as exported permanent file link: https://mega.nz/file/rkQxTYzT#jCj5q6wu2-nb9zO1MHugtoEPYxYfOsx2E4KY1VW_U0s)
		Reumatologia - Manual AMIR - 3era Edición.pdf (1896.95 KB, shared as exported permanent file link: https://mega.nz/file/n8xAEBKS#TUFRiku-mM7zV8pc4JFiqKg481RzTYzdzaf71NxK36g)
		Traumatologia - Manual AMIR - 3era Edición.pdf (5.32 MB, shared as exported permanent file link: https://mega.nz/file/bg5FFRLa#RfPtXdJBC1vjKtuNp_BVbcFJz1dMUgBZ8TY2F4GE7I0)
		Urología - Manual AMIR - 2da Edición.pdf (2.79 MB, shared as exported permanent file link: https://mega.nz/file/OppR0QKB#eeG2tyJMngYJU3bsROVfSMhCJ7J7IzfTPcwi_S53tbE)
	MANUALES CTO  📚 (folder)
		Anestesiologia y Oncologia - Manual CTO - 9na Edición.pdf (10.52 MB, shared as exported permanent file link: https://mega.nz/file/38ohSL6D#zs6D4DfRUQJ8YzzkBDg2GonQTl1ztEhk0KYSNVryxIg)
		Cardiologia - Manual CTO - 9na Edición.pdf (23.02 MB, shared as exported permanent file link: https://mega.nz/file/W9ZHALaK#76P2aZlOujgb6P1GMJRMB-GL7ZN5XH7V_nLY69qTyqk)
		Dermatologia - Manual CTO - 9na Edición.pdf (13.47 MB, shared as exported permanent file link: https://mega.nz/file/ut5znZDQ#S-TIjn6cCkby7pgswSRlLr0vmPZWJxtcBhaP6IDEgfc)
		Endocrinologia - Manual CTO - 9na Edición.pdf (15.67 MB, shared as exported permanent file link: https://mega.nz/file/rhQHXYYD#VFxvgdtXJfso8tvY-ezA8r0XelTGmjcuIH9sqx3wIng)
		Enfermedades infecciosas - Manual CTO - 9na Edición.pdf (15.16 MB, shared as exported permanent file link: https://mega.nz/file/XwIwTQDb#JVj0DnISd1w6SwSvzaE0N7k88WWs8bkTzpWtc8x0NxY)
		Estadistica y Epidemiologia - Manual CTO - 9na Edición.pdf (8.32 MB, shared as exported permanent file link: https://mega.nz/file/Gp4UHSqZ#Q1RkGB5tuXdOSsKNZObSWGLJSpF9EVjH1xegCGGaQ24)
		Gastroenterologia y Cirugia General - Manual CTO - 9na Edición.pdf (24.26 MB, shared as exported permanent file link: https://mega.nz/file/KtwWDDjJ#rPzUSExFXkttcgTBpwrNwQJpXY5PLqMgRDM8_hbxJGw)
		Ginecologia y Obstetricia - Manual CTO - 9na Edición.pdf (16.81 MB, shared as exported permanent file link: https://mega.nz/file/zkoBUIob#tSWSQb4hfH-5HMiIpcbveYy7RMiWkOqfr-c7kV4O1N4)
		Hematologia - Manual CTO - 9na Edición.pdf (9.76 MB, shared as exported permanent file link: https://mega.nz/file/O1pTBRwK#_z97o7uTJf69NCZvJwnYtda2cTL49DeonImpIBWTvhc)
		Inmunologia y genética - Manual CTO - 9na Edición.pdf (6.77 MB, shared as exported permanent file link: https://mega.nz/file/nlRD3DLB#ouf9f-yDn79T93c-VrqVn0BZ6VBATx7ZVSnLXZg8KEw)
		Nefrologia - Manual CTO - 9na Edición.pdf (13.07 MB, shared as exported permanent file link: https://mega.nz/file/WkoQGLaA#s4nJQOBs_ZDNDRKhq5fKJ8rQZiz94hXYngJAoL9QAuA)
		Neumologia y cirugía torácica - Manual CTO - 9na Edición.pdf (14.44 MB, shared as exported permanent file link: https://mega.nz/file/T0wVCCaK#O2L477_bzwHyNB3HmEcuoFqrhPTaJuc_-fSohl4Vwpo)
		Neurologia y neurocirugía - Manual CTO - 9na Edición.pdf (13.54 MB, shared as exported permanent file link: https://mega.nz/file/WoYU0TKL#uDO6AzcG5qtccrSbkaf-kScgXPtuvZWfEVJcBunItF4)
		Oftalmologia - Manual CTO - 9na Edición.pdf (10.73 MB, shared as exported permanent file link: https://mega.nz/file/DwYlSLZK#pmMzFExNHlyzsfH9ylrqNe7y7ljVIX4JBmjmaaMl5eY)
		Otorrinolaringología - Manual CTO - 9na Edición.pdf (11.02 MB, shared as exported permanent file link: https://mega.nz/file/y5ZFTISK#Lx63XMzfoRaglt34AIAs9y_020IR8II_vt1RQMNZqFw)
		Pediatria - Manual CTO - 9na Edición.pdf (12.03 MB, shared as exported permanent file link: https://mega.nz/file/jhglBDpQ#Ldy7pt1SZTFYEKdyZLrZU4oz0chaNMy6WOpLuOdJcgA)
		Psiquiatria - Manual CTO - 9na Edición.pdf (8.49 MB, shared as exported permanent file link: https://mega.nz/file/v5wHTDhR#smOEOmzVYImoSYBu4NLgp51tjPfZPE8nwDEUoAzYhzE)
		Reumatologia - Manual CTO - 9na Edición.pdf (11.72 MB, shared as exported permanent file link: https://mega.nz/file/fghBVbAY#ThmJXJiHEKX-H40XKWrWKb0QcwmFAm4Ct7ElOEascB4)
		Simulacro 01 - Grupo CTO.pdf (1436.94 KB, shared as exported permanent file link: https://mega.nz/file/etB0RbTT#KbBqnc4oOfo-Kj2MfP41BE-Ppi2R0PJsfbLcjRCITpc)
		Simulacro 02 - Grupo CTO.pdf (2.75 MB, shared as exported permanent file link: https://mega.nz/file/XhQ2kICa#i3g1WZY7NkOGZVp0ax3aXRwrlL-nAN0_gDmBcXIQOS0)
		Simulacro 03 - Grupo CTO.pdf (1524.93 KB, shared as exported permanent file link: https://mega.nz/file/LpZ30YCb#FMBCJR9CIDmjKUsWnnCR2CEKGfNBH1mwDsXA7s8ZDKg)
		Simulacro 04 - Grupo CTO.pdf (2.89 MB, shared as exported permanent file link: https://mega.nz/file/G8AlzagT#ma4XArajZ4Vo6FjVG0R5Zuv8zmQN59XTF5tBmv6cJd4)
		Simulacro 05 - Grupo CTO.pdf (2.87 MB, shared as exported permanent file link: https://mega.nz/file/joQzSISI#-fTWPgJOnUY3K2sbu75jAxAM4jVuxk5ydXpb59F4i7s)
		Simulacro 06 - Grupo CTO.pdf (2.75 MB, shared as exported permanent file link: https://mega.nz/file/yhZ2CZ6b#Pfvk6xeKyfk9I_oaz2MHwKlWoN7YteUTBanugz8eyeM)
		Simulacro 07 - Grupo CTO.pdf (2.76 MB, shared as exported permanent file link: https://mega.nz/file/ip5izKAL#0_NUZ_Hkro-FAF_U7b7t264VCnZG7BoUvl2xhiqBPAQ)
		Simulacro 08 - Grupo CTO.pdf (2.70 MB, shared as exported permanent file link: https://mega.nz/file/rxZmkazA#euuVUScRBMk3qGzVf_QdpDhy17NqCB9eHBxMW4vjIkE)
		Simulacro 09 - Grupo CTO.pdf (1616.43 KB, shared as exported permanent file link: https://mega.nz/file/TxQiBYzB#ZMg3C7KcBlTK7xGbCGgxj0NsggB3exKVA0PugfXacb0)
		Traumatologia - Manual CTO - 9na Edición.pdf (14.75 MB, shared as exported permanent file link: https://mega.nz/file/CpBFgbDB#t17aRs7avCWzxR9a5EYQftAS3yID7vhE9QjFOGBRbSg)
		Urologia - Manual CTO - 9na Edición.pdf (5.64 MB, shared as exported permanent file link: https://mega.nz/file/rsA2VIAK#hv14OrVHjkkd6KZ4__CjyrNxRVv9d_TkFbeWBd7ZjKY)
	MEDICINA INTERNA  🙋 (folder)
		Compendio de Medicina Interna - Rozman - 6a Edición.pdf (148.16 MB, shared as exported permanent file link: https://mega.nz/file/CkQmjJTY#OaTz4Apn-NUxejc46qoJSNZfuKT4ChrF8P732Szi0Rk)
		Diagnostico Clinico y Tratamiento - J. McPhee - 46ta Edición.pdf (18.23 MB, shared as exported permanent file link: https://mega.nz/file/XhQlFBzS#YN59hPJ_2vWUJBZ85qVeZH7kC21epshtu1-YBTtkSVE)
		Medicina Interna - Farreras Rozman - 18va Edición.pdf (212.00 MB, shared as exported permanent file link: https://mega.nz/file/j0QFiJzT#WZbosQ7g8LqGzV0L03XU2-D8VM-RtnRGty-V34f8KyM)
		Principios de Medicina Interna - Harrison - Volumen 1 - 19na Edición.pdf (12.65 MB, shared as exported permanent file link: https://mega.nz/file/DtQlwTSZ#KqdqnjjXI6Kl_-luYdNTYYPG_zZFLVIAk6SqASB1zuc)
		Principios de Medicina Interna - Harrison - Volumen 2 - 19na Edición.pdf (35.21 MB, shared as exported permanent file link: https://mega.nz/file/DthGhaaS#fHQXCFex0Z1zVhuAmezJ7stkpP9_mIpUrY8Hszo-FII)
		Temas de Medicina Interna - Roca Goderich - Volumen 1 - 5ta Edición.pdf (15.74 MB, shared as exported permanent file link: https://mega.nz/file/HsxWQbra#lvyEyGNgw99KPHgjwqfg5cGewXPqjfndhFQcKzDkpqA)
		Temas de Medicina Interna - Roca Goderich - Volumen 2 - 5ta Edición.pdf (5.98 MB, shared as exported permanent file link: https://mega.nz/file/HkAXUQLa#_xQA1yTZyqUn6O9m4VT-tWm1edRecxdJUxU3g6EhTDQ)
		Temas de Medicina Interna - Roca Goderich - Volumen 3 - 5ta Edición.pdf (22.98 MB, shared as exported permanent file link: https://mega.nz/file/boZG2BgS#3WguqAPR473h9-8GXJa7TGuyXsVtMjlyd_Ls9jh1ufM)
	MEDICINA LEGAL Y FORENSE  ☠️ (folder)
		Balistica y Glosario de Armamento - Bringas - Volumen 1 - 1era Edición.pdf (31.37 MB, shared as exported permanent file link: https://mega.nz/file/ax5zjDbR#OXyRjPBTcAh2ffRpJx0SdnnHKWCcoyK1Ghx3b8i_Sqc)
		Biocinematica del accidente de trafico - Jouvencel - 1era Edición.pdf (11.99 MB, shared as exported permanent file link: https://mega.nz/file/XtxghQZI#ycu7sw3Ru8jPYGn2tKLotcK1Ws3iT6BvneHrpJZrCuw)
		Criminologia dinamica - Linda Trujillo - 2da Edición.pdf (651.46 KB, shared as exported permanent file link: https://mega.nz/file/Og4CyRwB#M2m8xnrl7XofzIe8T5eqjgJONIbzmTwJ4KEpCdbVsN8)
		Guia practica de lesiones. Valoracion clinica y sus implicaciones legales - Fernández - 1era Edición.pdf (17.88 MB, shared as exported permanent file link: https://mega.nz/file/KkAxzT6a#ltts42ueKhW6poJzgxIRuf_KuTfNZD4t3CrlQUN3o-o)
		Identificacion Forense - Correa Ramirez - 1era Edición.pdf (12.92 MB, shared as exported permanent file link: https://mega.nz/file/T8pA3CaR#ZAupKc0lf9aiEpEqbaxxLGwAQJZeJVNPojzKDIfm5Z4)
		La Historia Clínica Criminal - Linda Trujillo - 1era Edición.pdf (233.65 KB, shared as exported permanent file link: https://mega.nz/file/2hYzCaCC#Cgf4qnxCxq9l-2t5K9amJOej_FFCSKPYZKYaRS1pWHA)
		Manual de Quimica Forense - Caro - 1era Edición.pdf (83.52 MB, shared as exported permanent file link: https://mega.nz/file/zoZSSBZI#I_cB5o2g2wH8v3fB8_7WnALgwYG6LQtlZ-u5l7gDNno)
		Medicina forense - Trujillo - 1era Edición.pdf (4.13 MB, shared as exported permanent file link: https://mega.nz/file/r8YRgAzT#AlO_8JTItjQjLE_nMjC0hC5ktMEdy7SQQnTXULCu4wg)
		Un detective llamado ADN - Lorente - 1era Edición.pdf (9.02 MB, shared as exported permanent file link: https://mega.nz/file/K4h3zBDK#lquOTAIKB4yY-X1LBoO4goYQt0ww41Rdr9ZjGeGrs7A)
		Valoracion del daño corporal - Borobia - 1era Edición.pdf (10.52 MB, shared as exported permanent file link: https://mega.nz/file/71IlxCoR#tm3rMcwgx-aHIfiEiLbxA4OliRAvS9qb9Lj0k5EY490)
	MICROBIOLOGÍA  🔬 (folder)
		Laboratorio de Microbiologia - González - 1era Edición.pdf (2.21 MB, shared as exported permanent file link: https://mega.nz/file/exRyxaAB#L8SNyn1jE29p7GRAtQAg2rFkAnCD0GnHcTfan8x0OBw)
		Manual de Microbiologa y Parasitologia - Canese - 7ma Edición.pdf (65.74 MB, shared as exported permanent file link: https://mega.nz/file/C5oEEBCa#c_RfGQ4914P82EEXYj-pHTxqb2u7JRgpGDisU-SwyYg)
